"UT","PT","TI","AF","CR","AU","SO","LA","DT","AB","RP","NR","TC","Z9","U1","U2","PU","PI","PA","SN","J9","JI","PD","PY","VL","IS","BP","EP","DI","PG","WC","SC","GA","DE","ID","C1","EM","AR","FU","FX","PM","EI","SI","BE","SE","CT","CY","CL","SP","HO","BN","PN","RI","OI","SU","GP","MA","BA","BF","numAuthors"
"WOS:000306288000026","S","Hidden Bot Detection by Tracing Non-human Generated Traffic at the|Zombie Host","Kwon, Jonghoon|Lee, Jehyun|Lee, Heejo","[Anonymous], 2009, EM CYB THREATS|[Anonymous], 2006, TAX BOTN THREATS|[Anonymous], 2007, BOTN NEW THREAT LAND|Bayer U., 2009, LEET|Cooke E., 2005, STEPS RED UNW TRAFF, P39|Dagon D., 2007, P 1 C 1 WORKSH HOT T, P1|Gu G., 2008, 15 ANN NETW DISTR SY|Gu GF, 2007, USENIX ASSOCIATION PROCEEDINGS OF THE 16TH USENIX SECURITY SYMPOSIUM, P167|Gu G., 2008, 17 USENIX SEC S, P139|Gummadi R, 2009, NSDI 09, P307|Holz T., 2007, P 1 C 1 WORKSH HOT T, P8|John J. P., 2009, NSDI, P291|Kolbitsch Clemens, 2009, USENIX SEC S, P351|Kreibich C., 2005, P 4 WORKSH HOT TOP N|Liu J, 2009, EURASIP J WIREL COMM, DOI 10.1155/2009/692654|Liu L, 2008, LECT NOTES COMPUT SC, V5222, P97|McPherson Danny, 2010, WORLDWIDE INFRASTRUC|Binkley J. R., 2006, 2nd Workshop on Steps to Reducing Unwanted Traffic on the Internet|Stinson E, 2007, LECT NOTES COMPUT SC, V4579, P89|SYMANTEC, 2010, SYM GLOB INT SEC THR|The Honeynet Project, 2005, KNOW YOUR EN TRACK B|Zhuang L., 2008, LEET","Kwon, J|Lee, J|Lee, H","INFORMATION SECURITY PRACTICE AND EXPERIENCE","English","Proceedings Paper","Defeating botnet is the key to secure Internet. A lot of cyber attacks are launched by botnets including DDoS, spamming, click frauds and information thefts. Despite of numerous methods have been proposed to detect botnets, botnet detection is still a challenging issue, as adversaries are constantly improving bots to write them stealthier. Existing anomaly-based detection mechanisms, particularly network-based approaches, are not sufficient to defend sophisticated botnets since they are too heavy or generate non-negligible amount of false alarms. As well, tracing attack sources is hardly achieved by existing mechanisms due to the pervasive use of source concealment techniques, such as an IP spoofing and a malicious proxy. In this paper, we propose a host-based mechanism to detect bots at the attack source. We monitor non-human generated attack traffics and trace their corresponding processes. The proposed mechanism effectively detects malicious bots irrespective of their structural characteristics. It can protect networks and system resources by shutting down attack traffics at the attack source. We evaluate our mechanism with eight real-life bot codes that have distinctive architectures, protocols and attack modules. In experimental results, our mechanism effectively detects bot processes in around one second after launching flood attacks or sending spam mails, while no false alarm is generated.","Kwon, J (reprint author), Korea Univ, Div Comp & Commun Engn, Seoul, South Korea.","22","0","0","1","2","SPRINGER-VERLAG BERLIN","BERLIN","HEIDELBERGER PLATZ 3, D-14197 BERLIN, GERMANY","0302-9743","LECT NOTES COMPUT SC","","","2011","6672","","343","361","","19","Computer Science, Information Systems; Computer Science, Theory &|Methods","Computer Science","BBA25","","","[Kwon, Jonghoon; Lee, Jehyun; Lee, Heejo] Korea Univ, Div Comp & Commun Engn, Seoul, South Korea.","signalnine@korea.ac.kr; arondit@korea.ac.kr; heejo@korea.ac.kr","","","","","","","Bao, F|Weng, J","Lecture Notes in Computer Science","7th International Conference on Information Security Practice and|Experience (ISPEC)","MAY 30-JUN 01, 2011","Jinan Univ, Guangzhou, PEOPLES R CHINA","Jinan Univ, Dept Comp Sci","Jinan Univ","978-3-642-21031-0","","","","","","","","","3"
"WOS:000351935900029","J","Encyclopedia of the Zombie: The Walking Dead in Popular Culture and Myth","Koger, Grove","PULLIAM JM, 2014, ENCY ZOMBIE WALKING","Koger, G","REFERENCE & USER SERVICES QUARTERLY","English","Book Review","","","1","0","0","5","10","AMER LIBRARY ASSOC","CHICAGO","50 E HURON ST, CHICAGO, IL 60611 USA","1094-9054","REF USER SERV Q","Ref. User Serv. Q.","SPR","2015","54","3","61","62","","2","Information Science & Library Science","Information Science & Library Science","CE6GX","","","","","","","","","2163-5242","","","","","","","","","","","","","","","","","","1"
"WOS:000221909000104","S","DDoS attack defense architecture using active network technology","Hong, CS|Kasahara, Y|Lee, DH","FEINSTEIN L, 2003, DARPA INFORMATION SU|Ferguson P., 2000, 2827 RFC|GIBSON S, 2002, STRANGE TALE DENIAL|PORRAS P, 1998, P NET ANDMAR|ROCKY KC, 2002, IEEE COMMUNICATIONS|SAVAGE S, 2000, P ACM SIGCOMM AUG|SNOEREN A, 2000, P ACM SIGCOMM AUG","Hong, CS|Kasahara, Y|Lee, DH","COMPUTATIONAL SCIENCE AND ITS APPLICATIONS - ICCSA 2004, PT 1","English","Article; Proceedings Paper","To solve the congestion problem, network nodes at near the zombies need to filter the attack traffic. But the amounts of attack packets are small at upstream node and it is hard to detect an occurrence of an attack. In this case, the network node near the protected site should perform attack detection. Our proposed, system uses active network technology and allowing detecting attack at active router near protected server. This detecting process uses dynamic, adaptive detecting algorithm. Elementary classification will reduce network congestion and adaptive classification will reduce error detecting rate. Signatures which are created by these two classifications are transferred to other active routers. And then they perform filtering process based on signatures.","Hong, CS (reprint author), Kyung Hee Univ, Sch Elect & Informat, 1 Seocheon Giheung, Yongin 449701, Gyeonggi, South Korea.","7","0","0","0","3","SPRINGER-VERLAG BERLIN","BERLIN","HEIDELBERGER PLATZ 3, D-14197 BERLIN, GERMANY","0302-9743","LECT NOTES COMPUT SC","","","2004","3043","","915","923","","9","Computer Science, Information Systems; Computer Science, Theory &|Methods; Telecommunications","Computer Science; Telecommunications","BAE82","","","Kyung Hee Univ, Sch Elect & Informat, Yongin 449701, Gyeonggi, South Korea.|Kyushu Univ, Comp & Commun Ctr, Higashi Ku, Fukuoka 8128581, Japan.","cshong@khu.ac.kr; kasahara@nc.kyushu-u.ac.jp;|blackl@networking.khu.ac.kr","","","","","","","Lagana, A|Gavrilova, ML|Kumar, V|Mun, Y|Tan, CJK","LECTURE NOTES IN COMPUTER SCIENCE","International Conference on Computational Science and Its Applications|(ICSSA 2004)","MAY 14-17, 2004","Assisi, ITALY","Univ Perugia, Univ Calgary, Univ Minnesota, Queens Univ Belfast, Heuchera Technologies, Minist Sci & Educ Italy, GRID IT Project, COST","","3-540-22054-2","","","","","","","","","3"
"WOS:000298448500035","J","Theories of International Politics and Zombies","Auchter, Jessica","Drezner D. W., 2011, THEORIES INT POLITIC","Auchter, J","JOURNAL OF POLITICS","English","Book Review","","Auchter, J (reprint author), Arizona State Univ, Tempe, AZ 85287 USA.","1","0","0","1","3","CAMBRIDGE UNIV PRESS","CAMBRIDGE","EDINBURGH BLDG, SHAFTESBURY RD, CB2 8RU CAMBRIDGE, ENGLAND","0022-3816","J POLIT","J. Polit.","OCT","2011","73","4","1296","1298","10.1017/S002238161100106X","3","Political Science","Government & Law","867IQ","","","[Auchter, Jessica] Arizona State Univ, Tempe, AZ 85287 USA.","","","","","","","","","","","","","","","","","","","","","","","","1"
"WOS:000321484700091","J","Zombie Versus Fairy Featuring Albinos","McArdle, Megan","MARSHALL J, 2013, ZOMBIE VERSUS FAIRY","McArdle, M","LIBRARY JOURNAL","English","Book Review","","McArdle, M (reprint author), Berkeley Publ Lib, Berkeley, CA 94704 USA.","1","0","0","0","3","REED BUSINESS INFORMATION","NEW YORK","360 PARK AVENUE SOUTH, NEW YORK, NY 10010 USA","0363-0277","LIBR J","Libr. J.","JUL","2013","138","12","66","66","","1","Information Science & Library Science","Information Science & Library Science","178ZA","","","[McArdle, Megan] Berkeley Publ Lib, Berkeley, CA 94704 USA.","","","","","","","","","","","","","","","","","","","","","","","","1"
"WOS:000290609200007","J","RETURN TO THE LAND AND THE FATHER'S ABSENCE IN DANY LAFERRIERES PAYS|SANS CHAPEAU AND L'ENIGME DU RETOUR","Miraglia, Anne Marie","LAFERRIERE D, 1984, D LAFERRIERE DERIVE, P256|MATHISMOSER U, 2003, CHAMPS CULTURE, P255","Miraglia, AM","VOIX & IMAGES","French","Article","ANNE MARIE MIRAGLIA LE RETOUR ALA TERRE ET L'ABSENCE DU PERE DANS PAYS SANS CHAPEAU ET L'ENIGME DU RETOUR DE DANY LAFERRIERE|(RETURN TO THE LAND AND THE FATHER'S ABSENCE IN DANY LAFERRIERES PAYS SANS CHAPEAU AND L'ENIGME DU RETOUR)|In Pays sans chapeau and L'enigme du retour, the physical return of the narrator-protagonist to Haiti is associated with death, and hence to the body's ultimate return to the earth. In Pays sans chapeau, Vieux Os goes back to his native land after twenty years of absence and discovers a people of zombies of whom he wants to be the reporter. In L'enigme du retour, the return takes place thirty-three years after the initial departure. While the narrator's main objective is apparently to bring home the soul of his father, whose body is in New York, he also has the opportunity to take stock of his own existence, which bears a strange resemblance to his father's. This study of the two novels deals. with the exiled narrator's relation to his native country and to the satutary role of a body of writing dedicated to the primary question that inevitably haunts each new generation of Haitians : stay or leave.","Miraglia, AM (reprint author), Univ Waterloo, Dept Etud Francaises, Waterloo, ON N2L 3G1, Canada.","2","1","1","1","1","UNIV QUEBEC-MONTREAL","MONTREAL","SERV PUBL CP 8888, STATION A, MONTREAL, QUEBEC H3C 3P8, CANADA","0318-9201","VOIX IMAGE","Voix Images","WIN","2011","36","2","81","+","","13","Literary Reviews","Literature","764DS","","","Univ Waterloo, Dept Etud Francaises, Waterloo, ON N2L 3G1, Canada.","","","","","","","","","","","","","","","","","","","","","","","","1"
"WOS:000261558600010","J","Inverse zombies, anesthesia awareness, and the hard problem of|unconsciousness","Mashour, George A.|LaRock, Eric","Avidan MS, 2008, NEW ENGL J MED, V358, P1097, DOI 10.1056/NEJMoa0707361|Dahaba AA, 2005, ANESTH ANALG, V101, P765, DOI 10.1213/01.ane.0000167269.62966.af|Owen AM, 2006, SCIENCE, V313, P1402, DOI 10.1126/science.1130197|Sandin RH, 2000, LANCET, V355, P707, DOI 10.1016/S0140-6736(99)11010-9|Sebel PS, 2004, ANESTH ANALG, V99, P833, DOI 10.1213/01.ANE.0000130261.90896.6C|Myles PS, 2004, LANCET, V363, P1757, DOI 10.1016/S0140-6736(04)16300-9|EGER EI, 1965, ANESTHESIOLOGY, V26, P756, DOI 10.1097/00000542-196511000-00010|Gibbs FA, 1937, ARCH INTERN MED, V60, P154|Imas OA, 2005, NEUROSCI LETT, V387, P145, DOI 10.1016/j.neulet.2005.06.018|Laureys S, 2007, CONSCIOUS COGN, V16, P722, DOI 10.1016/j.concog.2007.04.004|Plourde G, 2006, ANESTHESIOLOGY, V104, P448, DOI 10.1097/00000542-200603000-00011|ANTOGNINI JF, 1993, ANESTHESIOLOGY, V79, P1244, DOI 10.1097/00000542-199312000-00015|ARMSTRONG D, 2000, PLACE MIND, P136|CHALMERS D, 2000, PLACE MIND, P382|Chalmers D. J., 1996, CONSCIOUS MIND SEARC|Churchland PM, 1996, MATTER CONSCIOUSNESS|FODOR JJA, 2000, PROBLEMS MIND READIN, P118|Imas OA, 2005, ANESTHESIOLOGY, V102, P937, DOI 10.1097/00000542-200505000-00012|LaRock E, 2007, THEOR PSYCHOL, V17, P747, DOI 10.1177/0959354307083492|LEE U, 2007, NEW DYNAMIC PROPERTY|Leslie K, 2007, ANESTHESIOLOGY, V106, P33, DOI 10.1097/00000542-200701000-00010|MASHOUR GA, 2006, SEMIN ANESTH PERIO M, V25, P205, DOI DOI 10.1053/j.sane.2006.09.007|Osterman JE, 2001, GEN HOSP PSYCHIAT, V23, P198, DOI 10.1016/S0163-8343(01)00142-6|Revonsuo A., 2005, INNER PRESENCE CONSC|SKINNER BF, 2000, PROBLEMS MIND, P59|van den Broek PLC, 2006, EUR J ANAESTH, V23, P391, DOI 10.1017/S0265021505001857|Walling PT, 2006, ANESTHESIOLOGY, V105, P927, DOI 10.1097/00000542-200611000-00013|WATT RC, 1988, INT J CLIN MONIT COM, V5, P3, DOI 10.1007/BF01739226","Mashour, GA|LaRock, E","CONSCIOUSNESS AND COGNITION","English","Article","Philosophical (p-) zombies are constructs that possess all of the behavioral features and responses of a sentient human being, yet are not conscious. P-zombies are intimately linked to the hard problem of consciousness and have been invoked as arguments against physicalist approaches. But what if we were to invert the characteristics of p-zombies? Such an inverse (i-) zombie would possess all of the behavioral features and responses of an insensate being, yet would nonetheless be conscious.|While p-zombies are logically possible but naturally improbable, an approximation of i-zombies actually exists: individuals experiencing what is referred to as ""anesthesia awareness."" Patients under general anesthesia may be intubated (preventing speech), paralyzed (preventing movement), and narcotized (minimizing response to nociceptive stimuli). Thus, they appear-and typically are-unconscious. In 1-2 cases/1000, however, patients may be aware of intraoperative events, sometimes without any objective indices. Furthermore, a much higher percentage of patients (22% in a recent Study) may have the subjective experience of dreaming during general anesthesia.|P-zombies confront us with the hard problem of consciousness-how do we explain the presence of qualia? I-zombies present a more practical problem-how do we detect the presence of qualia? The current investigation compares p-zombies to i-zombies and explores the ""hard problem"" of unconsciousness with a focus on anesthesia awareness. (c) 2008 Elsevier Inc. All rights reserved.","Mashour, GA (reprint author), Univ Michigan, Sch Med, Dept Anesthesiol & Neurosurg, 1H247 UH,Box 0048,1500 E Med Ctr Dr, Ann Arbor, MI 48109 USA.","28","8","8","1","8","ACADEMIC PRESS INC ELSEVIER SCIENCE","SAN DIEGO","525 B ST, STE 1900, SAN DIEGO, CA 92101-4495 USA","1053-8100","CONSCIOUS COGN","Conscious. Cogn.","DEC","2008","17","4","1163","1168","10.1016/j.concog.2008.06.004","6","Psychology, Experimental","Psychology","381TK","Consciousness; Hard problem of consciousness; Hard problem of|unconsciousness; Zombies; Inverse zombies; Anesthesia awareness;|Awareness during general anesthesia","BISPECTRAL INDEX; CONSCIOUSNESS; DEPTH; RAT; EEG; BRAIN; STATE","[Mashour, George A.] Univ Michigan, Sch Med, Dept Anesthesiol & Neurosurg, Ann Arbor, MI 48109 USA.|[LaRock, Eric] Oakland Univ, Dept Philosophy, Rochester, MI 48063 USA.","gmashour@umich.edu","","","","18635380","","","","","","","","","","","","","","","","","","","2"
"WOS:000365144100007","J","Zombies Go to Toronto: Zombifying Shame in Nab o Hopkinson's Brown Girl|in the Ring","Romdhani, Rebecca","Anatol GL, 2004, MOSAIC, V37, P33|Reid M, 2005, EXTRAPOLATION, V46, P297|Brodber Erna, 1988, MYAL|Gilligan James, 2000, VIOLENCE REFLECTIONS|Heaven Ross, 2003, VODOU SHAMAN HAITIAN|Hopkinson Nab, 1998, BROWN GIRL RING|Lewis Michael, 1995, SHAME EXPOSED SELF|Mayra Ilkka, 1999, DEMONIC TEXTS TEXTUA|Mollon Phil, 2002, SHAME JEALOUSY HIDDE|Murrell NS, 2010, AFRO-CARIBBEAN RELIGIONS: AN INTRODUCTION TO THEIR HISTORICAL, CULTURAL, AND SACRED TRADITIONS, P1|Olmos Margarite Fernandez, 2003, CREOLE RELIG CARIBBE|Romero George A., 1978, DAWN DEAD|Romero George A., 1968, NIGHT LIVING DEAD|Rushton Cory James, 2011, RACE OPPRESSION ZOMB, P1|Russell Heather, 2009, LEGBAS CROSSING NARR|Sheller Mimi, 2003, CONSUMING CARIBBEAN","Romdhani, R","RESEARCH IN AFRICAN LITERATURES","English","Article","Caribbean-Canadian Nalo Hopkinson's speculative fiction novel Brown Girl in the Ring (1998) is set in a near future dystopian Toronto and contains many African and Caribbean supernatural and folkloric characters. This article focuses on the zombie, which traditionally functions as a symbol of powerlessness, and argues that Hopkinson's book expands the relations of power that this figure is commonly employed to probe. More specifically, the essay suggests that, in Brown Girl in the Ring, the zombie symbolizes black people's history of oppression, exploitation, and demonization. Furthermore, through reading the novel alongside emotion discourse and Vodou psychology, the article contends that the zombie in Hopkinson's book can be understood as being symbolic of the consequential shame that members of the African-Caribbean diaspora may experience from a legacy of oppression, which, significantly, includes internalizing a white Western perception of their African and Caribbean Cultural inheritance.","Romdhani, R (reprint author), Univ Liege, B-4000 Liege, Belgium.","16","0","0","0","0","INDIANA UNIV PRESS","BLOOMINGTON","601 N MORTON STREET, BLOOMINGTON, IN 47404-3797 USA","0034-5210","RES AFR LITERATURES","Res. Afr. Lit.","WIN","2015","46","4","72","89","","18","Literature, African, Australian, Canadian","Literature","CW6YK","","'BROWN-GIRL-IN-THE-RING'","[Romdhani, Rebecca] Univ Liege, B-4000 Liege, Belgium.","rashworth@ulg.ac.be","","","","","1527-2044","","","","","","","","","","","","","","","","","","1"
"WOS:000287060800017","J","A zombie state threatens the world International options for action|against North Korea over","Maull, Hanns W.","","Maull, HW","INTERNATIONALE POLITIK","German","Article","","","0","0","0","0","2","BIELEFELDER VERLAGSANSTALT GMBH","BIELEFELD","POSTFACH 10 06 53, BIELEFELD, 33506, GERMANY","1430-175X","INT POLITIK","Int. Polit.","JAN-FEB","2011","66","1","100","108","","9","International Relations; Political Science","International Relations; Government & Law","717PV","","","","","","","","","","","","","","","","","","","","","","","","","","","1"
"WOS:000349766500004","J","In the land of the living dead: a reflection on medical death criteria|in The Walking Dead","Goergen, Arno|Inderst, Rudolf T.","Bayer F, 2011, STAGNATION DEAD GREN|Birnbacher D, 2012, WELCHEN TOD STIRBT M, P19|Boluk Stephen, 2011, GENERATION ZOMBIE ES, P1|Braune F, 2008, GIBT UNIVERSALE BIOE, P135|Conrad P, 2010, J HEALTH SOC BEHAV, V51, P67|Feldmann K, 1997, STERBEN TOD SOZIALWI|Furst M, 2009, UNTOT ZOMBIE FILM TH, V1, P7|Gehring P, 2010, ZH EINFUHRUNG, V376|Goldberg L, 2012, WALKING DEAD DISSECT|Hahn A, 2009, PERSPEKTIVEN TODES M, P121|Jameson F, 1983, ANTIAESTHETIC ESSAYS, V5, P111|Knoblauch H, 2011, WHO WANTS LIVE FOREV, P27|Larkin WS, 2006, UNDEAD PHILOS, P15|Lewis TE, 2011, GENERATION ZOMBIE ES, P90|Lynch L, 2001, LIT MED, V20, P71, DOI 10.1353/lm.2001.0008|McFarland J, 2012, SPLATTER MOVIES ESSA, V3, P29|MELLOR PA, 1993, SOCIOLOGY, V27, P411, DOI 10.1177/0038038593027003005|Muller S, 2010, LEICHE MEMENTO MORI, P153|Polianski IJ, 2013, Z SEELSORGE BERAT HE, V65, P501|President's Council on Bioethics, 2008, CONTR DET DEATH|Reuther B, 2014, ENCY CRITICAL PSYCHO, P367|Russell J, 2006, BOOK DEAD COMPLETE H|Schockenhoff E, 2012, Z MED ETHIK, V58, P117|Shewmon A, 2002, MENSCHENLEBEN MENSCH, P293|Stoecker R, 2012, ZEITSCHRIFT FUR MEDI, V58, P99|Stoecker R, 2012, ETHIK MED STUDIENBUC, V4, P371","Gorgen, A|Inderst, RT","ETHIK IN DER MEDIZIN","German","Article","Definition of the problem Since its beginnings, the genre of the zombie film has been characterized by a cultural reflexive component, which critically accompanies political aberrations. Apart from this sociocritical tradition, the TV show The Walking Dead introduces a further level of reflection. Even though many aesthetic and narrative traditions of the zombie genre are taken up, the serial nature of the show allows a deeper view of the characters in the face of apocalyptic disintegration of personal, familial and social certainties, and normative structures. This uncertainty is most clearly illustrated in the dealing with death. Arguments The Walking Dead also reflects the increasing real dissolution of the certainty of death by the life sciences since the 1960s. In The Walking Dead, the characteristics and consequences of this discourse are sharpened dramatically in the form of a negation of biological certainties. Conclusion The series not only offers a critical-reflective medium to current discourse, but also adds new perspectives on death in society.","Gorgen, A (reprint author), Univ Ulm, Inst Geschichte Theorie & Eth Med, Frauensteige 6, D-89075 Ulm, Germany.","26","0","0","9","21","SPRINGER","NEW YORK","233 SPRING ST, NEW YORK, NY 10013 USA","0935-7335","ETHIK MED","Ethik Med.","MAR","2015","27","1","35","45","10.1007/s00481-014-0333-5","11","Medical Ethics","Medical Ethics","CB6WC","Brain death; Death criterion; Zombie; Movie; TV show","","[Goergen, Arno] Univ Ulm, Inst Geschichte Theorie & Eth Med, D-89075 Ulm, Germany.|[Inderst, Rudolf T.] Co Ressortleitung Digitale Spiele Bei Nahaufnahme, Munich, Germany.","arno.goergen@uni-ulm.de","","","","","1437-1618","","","","","","","","","","","","","","","","","","2"
"WOS:000087148400013","J","Of zombies and dancers: A brief survey of physical landscapes,|reflections on literature, image and meaning","Cramer, FA","BELTING H, 2000, 2TE BLICK BILDGESCH|CUNNINGHAM M, 1999, BIPED|FLAMAND F, METAPOLIS PROJECT 97|LAMMER C, 1999, PUPPE ANATOMIE BLICK|SCHULZE J, 1999, DANCING BODIES DANCI|WALTZ S, KORPER|1999, RHETORIK LEIDENSCHAF","Cramer, FA","THEATER HEUTE","German","Article","","","7","0","0","1","1","FRIEDRICH BERLIN VERLAG MBH","BERLIN","REINHARDSTRASSE 29, D-10117 BERLIN, GERMANY","0040-5507","THEATER HEUTE","Theater Heute","APR","2000","","4","26","31","","6","Theater","Theater","316BX","","","","","","","","","","","","","","","","","","","","","","","","","","","1"
